id,arrival_time,turnstile_time,admission_time,total_wait
8,63853.43058216413,3.5037083848947077,63856.93429054903,3.5037083848947077
10,63853.43058216413,3.700624675147992,63857.13120683928,3.700624675147992
4,63853.43058216413,3.7116959796767333,63857.14227814381,3.7116959796767333
3,63853.43058216413,3.9946571983746253,63857.42523936251,3.9946571983746253
9,63853.43058216413,4.066908403336129,63857.49749056747,4.066908403336129
6,63853.43058216413,4.257920537558675,63857.68850270169,4.257920537558675
2,63853.43058216413,4.350218068699178,63857.78080023283,4.350218068699178
5,63853.43058216413,4.445131793530891,63857.87571395766,4.445131793530891
7,63853.43058216413,5.88049935521849,63859.31108151935,5.88049935521849
1,63853.43058216413,6.073956228668976,63859.5045383928,6.073956228668976
11,63941.29390642043,3.23675878400536,63944.53066520444,3.23675878400536
12,63994.16832791539,3.4935647305028397,63997.66189264589,3.4935647305028397
13,64032.39327869997,3.0800107775139622,64035.473289477486,3.0800107775139622
14,64062.46897399091,3.821900674236531,64066.290874665145,3.821900674236531
15,64087.32966435245,3.7616461313155014,64091.09131048377,3.7616461313155014
16,64108.55690787468,4.333742309216177,64112.890650183894,4.333742309216177
17,64127.10290002846,6.734162874905451,64133.83706290337,6.734162874905451
18,64143.58636832079,3.3002245140087325,64146.8865928348,3.3002245140087325
19,64158.43251814999,3.857227925785992,64162.289746075774,3.857227925785992
20,64171.94638990079,4.73207976447884,64176.67846966527,4.73207976447884
21,64184.35439617759,4.374998403916834,64188.7293945815,4.374998403916834
22,64195.82930239546,4.370339312881697,64200.19964170834,4.370339312881697
23,64206.50599615815,4.21817001758609,64210.724166175736,4.21817001758609
24,64216.49184689122,4.533479747646197,64221.02532663887,4.533479747646197
25,64225.87374283821,3.2249626436823746,64229.09870548189,3.2249626436823746
26,64234.723008930676,3.344080033559294,64238.067088964235,3.344080033559294
27,64243.098928904576,3.9540024531670497,64247.05293135774,3.9540024531670497
28,64251.051322172236,6.247129077783029,64257.29845125002,6.247129077783029
29,64258.622464800894,6.726031408346898,64265.34849620924,6.726031408346898
30,64265.848545522735,3.426189238714869,64269.27473476145,3.426189238714869
31,64272.760785795406,4.02932053522818,64276.790106330634,4.02932053522818
32,64279.386312967676,4.042521275121544,64283.4288342428,4.042521275121544
33,64285.748849199954,3.9092831756715896,64289.658132375625,3.9092831756715896
34,64291.8692609752,8.74868078448344,64300.61794175969,8.74868078448344
35,64297.76600178926,5.865742396621499,64303.631744185885,5.865742396621499
36,64303.455472045345,5.0008096424498945,64308.456281687795,5.0008096424498945
37,64308.95231409459,3.594757242470223,64312.54707133706,3.594757242470223
38,64314.26965598144,3.264691411764943,64317.53434739321,3.264691411764943
39,64319.41931425335,7.64929062579904,64327.06860487915,7.64929062579904
40,64324.411963830054,5.461296242821845,64329.873260072876,5.461296242821845
41,64329.257281161335,3.462275675679848,64332.719556837015,3.462275675679848
42,64333.9640655682,5.035416787621216,64338.99948235582,5.035416787621216
43,64338.540342646,3.5107285235717427,64342.051071169575,3.5107285235717427
44,64342.99345282559,6.303475323911698,64349.2969281495,6.303475323911698
45,64347.3301275819,3.434429157190607,64350.764556739094,3.434429157190607
46,64351.55655530502,3.4090939927264117,64354.965649297745,3.4090939927264117
47,64355.67843847479,3.047155125757854,64358.725593600546,3.047155125757854
48,64359.7010434838,4.122870771105227,64363.82391425491,4.122870771105227
49,64363.62924421648,5.121038687415421,64368.75028290389,5.121038687415421
50,64367.46756030212,3.703392101924692,64371.17095240404,3.703392101924692
51,64371.220190805645,3.479104076293879,64374.69929488194,3.479104076293879
52,64374.89104399497,5.802513492853905,64380.69355748782,5.802513492853905
53,64378.48376372178,5.87421263899887,64384.35797636078,5.87421263899887
54,64382.00175286864,3.084197193988075,64385.085950062625,3.084197193988075
55,64385.44819424604,6.153935446382093,64391.60212969242,6.153935446382093
56,64388.826069265786,4.961058935114124,64393.7871282009,4.961058935114124
57,64392.138174669155,3.1021671791531844,64395.24034184831,3.1021671791531844
